index,State,Year,Quater,District,Transaction_count,Transaction_amount
398,arunachal-pradesh,2018,4,papum pare district,55224,154875448.20778143
399,arunachal-pradesh,2018,4,kurung kumey district,444,759686.7195777439
400,arunachal-pradesh,2018,4,anjaw district,273,495578.19942643447
401,arunachal-pradesh,2018,4,siang district,822,2176630.237443937
402,arunachal-pradesh,2018,4,lower siang district,2883,4533291.201383284
403,arunachal-pradesh,2018,4,kra daadi district,750,3254327.442489025
404,arunachal-pradesh,2018,4,changlang district,13950,32343047.413952358
405,arunachal-pradesh,2018,4,pakke kessang district,297,462143.5189972004
406,arunachal-pradesh,2018,4,dibang valley district,40,97205.28808666342
407,arunachal-pradesh,2018,4,west kameng district,25439,89194886.84322134
408,arunachal-pradesh,2018,4,shi yomi district,61,42483.80153055695
409,arunachal-pradesh,2018,4,east siang district,12893,34272134.344916776
410,arunachal-pradesh,2018,4,upper subansiri district,2686,8771042.079749444
411,arunachal-pradesh,2018,4,east kameng district,1750,5936855.710462087
412,arunachal-pradesh,2018,4,lohit district,14268,40510521.949797615
413,arunachal-pradesh,2018,4,lepa rada district,932,3023578.1893019043
414,arunachal-pradesh,2018,4,tawang district,11104,35921510.89403269
415,arunachal-pradesh,2018,4,namsai district,7244,17643523.29373534
416,arunachal-pradesh,2019,1,lower dibang valley district,6314,13738776.18143886
417,arunachal-pradesh,2019,1,lower subansiri district,4994,12615032.122891838
418,arunachal-pradesh,2019,1,longding district,7287,25349462.055245366
419,arunachal-pradesh,2019,1,west siang district,5921,19426751.301233895
420,arunachal-pradesh,2019,1,kamle district,391,725807.1059240355
421,arunachal-pradesh,2019,1,upper siang district,1154,2756678.3077581595
422,arunachal-pradesh,2019,1,tirap district,6877,14075747.836402504
423,arunachal-pradesh,2019,1,papum pare district,70941,188556716.3567257
424,arunachal-pradesh,2019,1,kurung kumey district,740,2076644.1215012982
425,arunachal-pradesh,2019,1,anjaw district,2116,4643030.795590812
426,arunachal-pradesh,2019,1,siang district,1282,2552682.037255951
427,arunachal-pradesh,2019,1,lower siang district,3565,6923301.927893572
428,arunachal-pradesh,2019,1,kra daadi district,1070,3797175.4842446605
429,arunachal-pradesh,2019,1,changlang district,17589,40239141.669717625
430,arunachal-pradesh,2019,1,pakke kessang district,545,1682922.8373646357
431,arunachal-pradesh,2019,1,dibang valley district,102,301591.38639926765
432,arunachal-pradesh,2019,1,west kameng district,34289,101333633.67604163
433,arunachal-pradesh,2019,1,shi yomi district,19,212989.63045272
434,arunachal-pradesh,2019,1,east siang district,15621,39284373.05409969
435,arunachal-pradesh,2019,1,upper subansiri district,3880,14105451.853243299
436,arunachal-pradesh,2019,1,east kameng district,2688,9107597.731491327
437,arunachal-pradesh,2019,1,lohit district,15896,42834776.778045304
438,arunachal-pradesh,2019,1,lepa rada district,1523,4054526.308789035
439,arunachal-pradesh,2019,1,tawang district,13102,39489779.13784294
440,arunachal-pradesh,2019,1,namsai district,8600,20065516.616355177
441,arunachal-pradesh,2019,2,lower dibang valley district,5819,13737167.7479776
442,arunachal-pradesh,2019,2,lower subansiri district,5579,14746949.652010633
443,arunachal-pradesh,2019,2,longding district,6744,23464027.892812617
444,arunachal-pradesh,2019,2,west siang district,8041,24549832.977181494
445,arunachal-pradesh,2019,2,kamle district,414,1136776.6962042823
446,arunachal-pradesh,2019,2,upper siang district,1079,3993676.3296563537
447,arunachal-pradesh,2019,2,tirap district,6868,18633793.43372325
448,arunachal-pradesh,2019,2,papum pare district,86433,246640891.34861866
449,arunachal-pradesh,2019,2,kurung kumey district,1427,4036511.9338615797
450,arunachal-pradesh,2019,2,anjaw district,2473,5220589.920801567
451,arunachal-pradesh,2019,2,siang district,1654,5373179.351887872
452,arunachal-pradesh,2019,2,lower siang district,3791,7075961.239041175
453,arunachal-pradesh,2019,2,kra daadi district,1447,4315353.218765283
454,arunachal-pradesh,2019,2,changlang district,18631,48891048.26477764
455,arunachal-pradesh,2019,2,pakke kessang district,687,1750138.0587616218
456,arunachal-pradesh,2019,2,dibang valley district,98,214966.6162180208
457,arunachal-pradesh,2019,2,west kameng district,37430,122521180.75595039
458,arunachal-pradesh,2019,2,shi yomi district,13,65209.39364354455
459,arunachal-pradesh,2019,2,east siang district,16494,46549881.23941852
460,arunachal-pradesh,2019,2,upper subansiri district,4827,18395806.566284098
461,arunachal-pradesh,2019,2,east kameng district,2309,8996397.735290494
462,arunachal-pradesh,2019,2,lohit district,18693,48893746.831022196
463,arunachal-pradesh,2019,2,lepa rada district,2108,5045595.906781289
464,arunachal-pradesh,2019,2,tawang district,15960,55915834.5871187
465,arunachal-pradesh,2019,2,namsai district,9637,22491356.65721929
466,arunachal-pradesh,2019,3,lower dibang valley district,8405,15177864.63915902
467,arunachal-pradesh,2019,3,lower subansiri district,8828,21059967.49943525
468,arunachal-pradesh,2019,3,longding district,10269,26620415.01923828
469,arunachal-pradesh,2019,3,west siang district,11889,30014806.816802975
470,arunachal-pradesh,2019,3,kamle district,677,968784.5134103607
471,arunachal-pradesh,2019,3,upper siang district,1419,3927440.4417752204
472,arunachal-pradesh,2019,3,tirap district,11249,21737827.19336869
473,arunachal-pradesh,2019,3,papum pare district,117940,301518075.7016427
474,arunachal-pradesh,2019,3,kurung kumey district,1579,3674797.099413435
475,arunachal-pradesh,2019,3,anjaw district,4230,9665384.074972186
476,arunachal-pradesh,2019,3,siang district,2640,6888800.898705382
477,arunachal-pradesh,2019,3,lower siang district,5348,9507511.569068512
478,arunachal-pradesh,2019,3,kra daadi district,2187,5520848.186492377
479,arunachal-pradesh,2019,3,changlang district,29218,58354823.443366826
480,arunachal-pradesh,2019,3,pakke kessang district,977,2145842.2925678995
481,arunachal-pradesh,2019,3,dibang valley district,202,675909.9962923382
482,arunachal-pradesh,2019,3,west kameng district,53939,147186019.8759076
483,arunachal-pradesh,2019,3,shi yomi district,27,30367.754712275342
484,arunachal-pradesh,2019,3,east siang district,22611,58040119.9573143
485,arunachal-pradesh,2019,3,upper subansiri district,7803,22099628.49449406
486,arunachal-pradesh,2019,3,east kameng district,3814,10631335.871797245
487,arunachal-pradesh,2019,3,lohit district,24505,54539458.21434432
488,arunachal-pradesh,2019,3,lepa rada district,2928,4930337.942058578
489,arunachal-pradesh,2019,3,tawang district,24097,72221026.28393415
490,arunachal-pradesh,2019,3,namsai district,13453,25507641.015596062
491,arunachal-pradesh,2019,4,lower dibang valley district,10376,21103089.24170351
492,arunachal-pradesh,2019,4,lower subansiri district,11806,29634357.486805215
493,arunachal-pradesh,2019,4,longding district,11018,29245021.393976457
494,arunachal-pradesh,2019,4,west siang district,14581,39460255.46641725
495,arunachal-pradesh,2019,4,kamle district,999,1620922.3277442688
496,arunachal-pradesh,2019,4,upper siang district,4165,12739585.638734035
497,arunachal-pradesh,2019,4,tirap district,16459,38467790.7269052
498,arunachal-pradesh,2019,4,papum pare district,143272,378838002.3434037
499,arunachal-pradesh,2019,4,kurung kumey district,1343,4526789.748638094
500,arunachal-pradesh,2019,4,anjaw district,5417,11887950.534618177
501,arunachal-pradesh,2019,4,siang district,4756,8833695.424992222
502,arunachal-pradesh,2019,4,lower siang district,6628,11985865.259161524
503,arunachal-pradesh,2019,4,kra daadi district,2830,7804936.327522229
504,arunachal-pradesh,2019,4,changlang district,33963,71874990.9639822
505,arunachal-pradesh,2019,4,pakke kessang district,1194,2287739.0120923957
506,arunachal-pradesh,2019,4,dibang valley district,267,1240493.0270471391
507,arunachal-pradesh,2019,4,west kameng district,66740,198205637.50055438
508,arunachal-pradesh,2019,4,shi yomi district,232,170772.72677991798
509,arunachal-pradesh,2019,4,east siang district,26605,72075285.44344108
510,arunachal-pradesh,2019,4,upper subansiri district,9285,28319761.873849634
511,arunachal-pradesh,2019,4,east kameng district,5646,19408662.74847077
512,arunachal-pradesh,2019,4,lohit district,29281,67502324.59236205
513,arunachal-pradesh,2019,4,lepa rada district,4245,8888753.875914622
514,arunachal-pradesh,2019,4,tawang district,30077,91949243.6071119
515,arunachal-pradesh,2019,4,namsai district,18290,32501252.235055383
516,arunachal-pradesh,2020,1,lower dibang valley district,14400,29552510.9414332
517,arunachal-pradesh,2020,1,lower subansiri district,15770,34273250.7179902
518,arunachal-pradesh,2020,1,longding district,13240,35267439.983279385
519,arunachal-pradesh,2020,1,west siang district,19728,47929440.73153875
520,arunachal-pradesh,2020,1,kamle district,1434,3418975.8263023924
521,arunachal-pradesh,2020,1,upper siang district,7055,17820679.64619372
522,arunachal-pradesh,2020,1,tirap district,18369,40877851.79372531
523,arunachal-pradesh,2020,1,papum pare district,180373,457430754.1595316
524,arunachal-pradesh,2020,1,kurung kumey district,2294,5942677.061635139
525,arunachal-pradesh,2020,1,anjaw district,5025,12808735.858744403
526,arunachal-pradesh,2020,1,siang district,5136,11962344.13711079
527,arunachal-pradesh,2020,1,lower siang district,8047,15520255.403975137
528,arunachal-pradesh,2020,1,kra daadi district,3407,10045462.795181293
529,arunachal-pradesh,2020,1,changlang district,43858,93461363.58699805
530,arunachal-pradesh,2020,1,pakke kessang district,2044,3425821.315796173
531,arunachal-pradesh,2020,1,dibang valley district,397,878784.5955219769
532,arunachal-pradesh,2020,1,west kameng district,75363,198712422.2374845
533,arunachal-pradesh,2020,1,shi yomi district,117,566189.9936512378
534,arunachal-pradesh,2020,1,east siang district,33743,82011539.42531273
535,arunachal-pradesh,2020,1,upper subansiri district,12313,33686711.81345673
536,arunachal-pradesh,2020,1,east kameng district,7379,20456070.89377439
537,arunachal-pradesh,2020,1,lohit district,36985,83701268.27182505
538,arunachal-pradesh,2020,1,lepa rada district,5721,11137993.767266009
539,arunachal-pradesh,2020,1,tawang district,31865,84425193.41571434
540,arunachal-pradesh,2020,1,namsai district,23112,46444942.9567038
541,arunachal-pradesh,2020,2,lower dibang valley district,26234,42360072.526896134
542,arunachal-pradesh,2020,2,lower subansiri district,25703,46133123.517396785
543,arunachal-pradesh,2020,2,longding district,20664,54678022.50234371
544,arunachal-pradesh,2020,2,west siang district,32777,72790231.05472675
545,arunachal-pradesh,2020,2,kamle district,2397,4126243.0778709752
546,arunachal-pradesh,2020,2,upper siang district,10899,28048492.10512026
547,arunachal-pradesh,2020,2,tirap district,28830,63497030.840810165
548,arunachal-pradesh,2020,2,papum pare district,221728,535085907.34048563
549,arunachal-pradesh,2020,2,kurung kumey district,3847,11359743.457053192
550,arunachal-pradesh,2020,2,anjaw district,7617,18795023.531477228
551,arunachal-pradesh,2020,2,siang district,9827,18585670.46796793
552,arunachal-pradesh,2020,2,lower siang district,13321,23571085.32253689
553,arunachal-pradesh,2020,2,kra daadi district,5264,15730996.227462547
554,arunachal-pradesh,2020,2,changlang district,69279,128572447.99797386
555,arunachal-pradesh,2020,2,pakke kessang district,3558,4635272.064395212
556,arunachal-pradesh,2020,2,dibang valley district,966,2559724.8369189673
557,arunachal-pradesh,2020,2,west kameng district,95421,251395972.22505817
558,arunachal-pradesh,2020,2,shi yomi district,302,1222863.4358782358
559,arunachal-pradesh,2020,2,east siang district,55680,112693868.8099896
560,arunachal-pradesh,2020,2,upper subansiri district,18056,43140688.970285244
561,arunachal-pradesh,2020,2,east kameng district,11791,40506284.272980645
562,arunachal-pradesh,2020,2,lohit district,56541,114730675.47714493
563,arunachal-pradesh,2020,2,lepa rada district,8601,16064862.366431037
564,arunachal-pradesh,2020,2,tawang district,44499,121561732.24171817
565,arunachal-pradesh,2020,2,namsai district,34972,54870798.31404532
566,arunachal-pradesh,2020,3,lower dibang valley district,27655,63469161.328603886
567,arunachal-pradesh,2020,3,lower subansiri district,26596,59707234.22223007
568,arunachal-pradesh,2020,3,longding district,21445,63273209.984560445
569,arunachal-pradesh,2020,3,west siang district,34295,92449732.96070345
570,arunachal-pradesh,2020,3,kamle district,2618,5300885.9328534985
571,arunachal-pradesh,2020,3,upper siang district,12707,40210852.98915006
572,arunachal-pradesh,2020,3,tirap district,30046,81539831.5295825
573,arunachal-pradesh,2020,3,papum pare district,298350,859373863.7202578
574,arunachal-pradesh,2020,3,kurung kumey district,4391,13864822.733226534
575,arunachal-pradesh,2020,3,anjaw district,9751,31524690.460289024
576,arunachal-pradesh,2020,3,siang district,10489,21236201.531454768
577,arunachal-pradesh,2020,3,lower siang district,12456,28754627.349573277
578,arunachal-pradesh,2020,3,kra daadi district,5676,16181045.612635879
579,arunachal-pradesh,2020,3,changlang district,73842,159158438.92541084
580,arunachal-pradesh,2020,3,pakke kessang district,3469,6301715.335375749
581,arunachal-pradesh,2020,3,dibang valley district,899,3061207.2925078664
582,arunachal-pradesh,2020,3,west kameng district,111029,332812237.8096209
583,arunachal-pradesh,2020,3,shi yomi district,521,3410288.130911609
584,arunachal-pradesh,2020,3,east siang district,69710,176323789.94437826
585,arunachal-pradesh,2020,3,upper subansiri district,24387,70811197.57521853
586,arunachal-pradesh,2020,3,east kameng district,13421,43881134.37096395
587,arunachal-pradesh,2020,3,lohit district,65889,156523653.1864311
588,arunachal-pradesh,2020,3,lepa rada district,10150,22146313.373236045
589,arunachal-pradesh,2020,3,tawang district,56016,182137862.72423625
590,arunachal-pradesh,2020,3,namsai district,37019,76484566.53480485
591,arunachal-pradesh,2020,4,lower dibang valley district,33455,81929299.56817816
592,arunachal-pradesh,2020,4,lower subansiri district,31411,97681186.89595497
593,arunachal-pradesh,2020,4,longding district,26089,74890543.91561158
594,arunachal-pradesh,2020,4,west siang district,45207,125118193.0493962
595,arunachal-pradesh,2020,4,kamle district,3611,10000596.409396999
596,arunachal-pradesh,2020,4,upper siang district,19943,78146755.88828371
597,arunachal-pradesh,2020,4,tirap district,36124,104709589.6601958
598,arunachal-pradesh,2020,4,papum pare district,390528,1205917753.7046227
599,arunachal-pradesh,2020,4,kurung kumey district,4581,17134470.4444281
600,arunachal-pradesh,2020,4,anjaw district,17228,49318880.51759694
601,arunachal-pradesh,2020,4,siang district,12962,32619173.238261122
602,arunachal-pradesh,2020,4,lower siang district,14782,33891568.64514145
603,arunachal-pradesh,2020,4,kra daadi district,7619,30458774.811469436
604,arunachal-pradesh,2020,4,changlang district,84852,204367875.07299304
